Âge,Années d'expérience,Revenu annuel (DH),Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Possession de biens,Région,Type de contrat,Langue maternelle
22.0,40.0,18722.0,Homme,fondamental,célibataire,Urbain,Groupe 5,Terrain,Casablanca-Settat,CDD,arab
18.0,27.0,16532.0,Homme,fondamental,marié,Urbain,Groupe 5,Logement,Fès-Meknès,CDI,arab
67.0,12.0,21558.0,Homme,secondaire,marié,Urbain,Groupe 4,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab
34.0,14.0,9987.0,Femme,sans niveau,marié,Rural,Groupe 4,Voiture,Drâa-Tafilalet,CDD,arab
26.0,12.0,19892.0,Homme,secondaire,marié,Rural,Groupe 2,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,amazigh
26.0,24.0,15699.0,Homme,supérieur,célibataire,Rural,Groupe 4,Logement,Rabat-Salé-Kénitra,sans contrat,arab
41.0,4.0,33578.0,Homme,secondaire,marié,Urbain,Groupe 2,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
27.0,24.0,11473.0,Homme,fondamental,célibataire,Rural,Groupe 4,Terrain,L’Oriental,CDD,amazigh
37.0,9.0,17430.0,Homme,secondaire,célibataire,Rural,Groupe 2,Aucun,L’Oriental,CDD,arab
34.0,43.0,21957.0,Homme,secondaire,marié,Urbain,Groupe 5,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab
30.0,24.0,13743.0,Femme,fondamental,veuf,Rural,Groupe 3,Terrain,Drâa-Tafilalet,sans contrat,arab
46.0,47.0,59140.0,Femme,secondaire,marié,Urbain,Groupe 2,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,amazigh
53.0,11.0,7601.0,Homme,fondamental,célibataire,Rural,Groupe 5,Aucun,Rabat-Salé-Kénitra,CDI,arab
40.0,32.0,13258.0,Homme,fondamental,marié,Urbain,Groupe 6,Logement,Fès-Meknès,CDD,arab
44.0,0.0,4085.0,Homme,sans niveau,marié,Rural,Groupe 6,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab
35.0,34.0,15572.0,Femme,secondaire,marié,Urbain,Groupe 6,Voiture,L’Oriental,sans contrat,arab
35.0,16.0,17269.0,Femme,sans niveau,marié,Urbain,Groupe 4,Voiture,Souss-Massa,sans contrat,amazigh
26.0,17.0,19955.0,Femme,sans niveau,célibataire,Rural,Groupe 2,Voiture,Fès-Meknès,CDD,arab
20.0,8.0,8093.0,Femme,sans niveau,célibataire,Rural,Groupe 4,Voiture,Laâyoune-Sakia El Hamra,CDI,arab
24.0,18.0,10585.0,Homme,sans niveau,marié,Urbain,Groupe 6,Terrain,Rabat-Salé-Kénitra,CDD,arab
32.0,26.0,35515.0,Femme,supérieur,célibataire,Urbain,Groupe 3,Voiture,Marrakech-Safi,CDI,arab
47.0,23.0,51179.0,Homme,supérieur,célibataire,Urbain,Groupe 2,Aucun,Fès-Meknès,CDD,arab
26.0,6.0,17065.0,Homme,secondaire,veuf,Urbain,Groupe 4,Logement,Rabat-Salé-Kénitra,sans contrat,arab
58.0,10.0,18384.0,Homme,sans niveau,marié,Rural,Groupe 2,Terrain,Casablanca-Settat,sans contrat,arab
44.0,34.0,20631.0,Homme,sans niveau,marié,Urbain,Groupe 5,Logement,L’Oriental,CDD,arab
53.0,41.0,16112.0,Homme,sans niveau,marié,Rural,Groupe 5,Logement,Drâa-Tafilalet,sans contrat,amazigh
35.0,43.0,72329.0,Homme,secondaire,veuf,Urbain,Groupe 1,Logement,Fès-Meknès,CDD,amazigh
48.0,32.0,37728.0,Homme,sans niveau,marié,Rural,Groupe 1,Aucun,Fès-Meknès,sans contrat,amazigh
34.0,39.0,11403.0,Homme,supérieur,célibataire,Rural,Groupe 6,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,amazigh
23.0,29.0,26032.0,Femme,secondaire,marié,Rural,Groupe 2,Terrain,Fès-Meknès,sans contrat,arab
56.0,15.0,12048.0,Homme,sans niveau,marié,Rural,Groupe 4,Voiture,Béni Mellal-Khénifra,CDD,arab
42.0,14.0,40700.0,Femme,secondaire,célibataire,Urbain,Groupe 2,Voiture,Dakhla-Oued Ed-Dahab,CDD,arab
59.0,32.0,14198.0,Homme,fondamental,marié,Rural,Groupe 5,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab
59.0,23.0,20314.0,Homme,sans niveau,marié,Urbain,Groupe 5,Voiture,L’Oriental,CDD,arab
55.0,43.0,23455.0,Homme,fondamental,célibataire,Urbain,Groupe 5,Voiture,Béni Mellal-Khénifra,CDD,amazigh
55.0,36.0,24363.0,Homme,secondaire,marié,Rural,Groupe 3,Voiture,L’Oriental,CDI,arab
48.0,45.0,33087.0,Homme,supérieur,marié,Urbain,Groupe 5,Logement,Béni Mellal-Khénifra,CDI,arab
68.0,6.0,29461.0,Femme,sans niveau,célibataire,Urbain,Groupe 2,Terrain,Souss-Massa,sans contrat,amazigh
46.0,3.0,4417.0,Homme,fondamental,marié,Rural,Groupe 6,Logement,Marrakech-Safi,CDD,arab
57.0,15.0,5801.0,Femme,fondamental,célibataire,Rural,Groupe 6,Aucun,Guelmim-Oued Noun,CDD,arab
26.0,24.0,39315.0,Homme,sans niveau,veuf,Urbain,Groupe 2,Logement,Drâa-Tafilalet,CDD,arab
18.0,5.0,10382.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Aucun,L’Oriental,CDI,arab
33.0,48.0,34125.0,Femme,secondaire,marié,Urbain,Groupe 3,Aucun,Béni Mellal-Khénifra,CDI,arab
55.0,32.0,30553.0,Femme,secondaire,marié,Rural,Groupe 2,Aucun,Béni Mellal-Khénifra,CDI,amazigh
40.0,13.0,42691.0,Homme,secondaire,célibataire,Urbain,Groupe 2,Voiture,Guelmim-Oued Noun,CDI,arab
25.0,44.0,33804.0,Femme,supérieur,célibataire,Urbain,Groupe 4,Voiture,Drâa-Tafilalet,CDI,amazigh
64.0,16.0,34711.0,Femme,fondamental,marié,Urbain,Groupe 2,Voiture,Marrakech-Safi,sans contrat,arab
29.0,36.0,31165.0,Homme,secondaire,marié,Rural,Groupe 2,Aucun,Guelmim-Oued Noun,CDI,amazigh
27.0,42.0,13775.0,Homme,sans niveau,marié,Urbain,Groupe 6,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,amazigh
33.0,29.0,31894.0,Homme,supérieur,marié,Urbain,Groupe 4,Voiture,Dakhla-Oued Ed-Dahab,CDI,amazigh
64.0,4.0,9596.0,Femme,supérieur,célibataire,Rural,Groupe 5,Voiture,Fès-Meknès,sans contrat,arab
60.0,36.0,69028.0,Homme,secondaire,divorcé,Urbain,Groupe 1,Aucun,Rabat-Salé-Kénitra,CDI,arab
41.0,22.0,10568.0,Homme,fondamental,célibataire,Urbain,Groupe 6,Aucun,Fès-Meknès,sans contrat,arab
56.0,5.0,12955.0,Femme,fondamental,célibataire,Urbain,Groupe 5,Voiture,Fès-Meknès,sans contrat,arab
25.0,2.0,10666.0,Homme,sans niveau,marié,Urbain,Groupe 5,Aucun,Béni Mellal-Khénifra,sans contrat,amazigh
28.0,33.0,26974.0,Homme,sans niveau,marié,Rural,Groupe 2,Terrain,Marrakech-Safi,sans contrat,arab
58.0,37.0,20983.0,Homme,sans niveau,marié,Rural,Groupe 3,Terrain,Souss-Massa,CDI,arab
43.0,7.0,16891.0,Homme,sans niveau,célibataire,Urbain,Groupe 4,Voiture,Rabat-Salé-Kénitra,CDI,arab
24.0,26.0,16073.0,Femme,fondamental,célibataire,Urbain,Groupe 5,Voiture,Rabat-Salé-Kénitra,CDI,arab
32.0,22.0,21637.0,Homme,sans niveau,divorcé,Urbain,Groupe 3,Aucun,L’Oriental,CDD,arab
32.0,48.0,11314.0,Femme,fondamental,marié,Rural,Groupe 6,Logement,Casablanca-Settat,CDI,arab
65.0,36.0,14454.0,Homme,sans niveau,célibataire,Urbain,Groupe 6,Terrain,L’Oriental,CDD,arab
20.0,39.0,21092.0,Femme,fondamental,célibataire,Urbain,Groupe 4,Logement,Béni Mellal-Khénifra,CDI,arab
33.0,9.0,6030.0,Femme,fondamental,marié,Rural,Groupe 5,Aucun,Béni Mellal-Khénifra,CDD,arab
32.0,30.0,8975.0,Homme,sans niveau,marié,Rural,Groupe 6,Logement,Fès-Meknès,sans contrat,arab
42.0,47.0,22455.0,Homme,sans niveau,célibataire,Urbain,Groupe 5,Terrain,Casablanca-Settat,sans contrat,amazigh
50.0,26.0,22921.0,Homme,secondaire,marié,Urbain,Groupe 5,Voiture,Casablanca-Settat,sans contrat,arab
31.0,22.0,49402.0,Femme,sans niveau,marié,Urbain,Groupe 1,Voiture,Casablanca-Settat,CDD,amazigh
41.0,2.0,6240.0,Femme,secondaire,marié,Rural,Groupe 5,Aucun,Rabat-Salé-Kénitra,CDI,arab
28.0,33.0,19586.0,Homme,fondamental,marié,Urbain,Groupe 4,Terrain,Guelmim-Oued Noun,sans contrat,amazigh
20.0,25.0,16895.0,Femme,sans niveau,marié,Urbain,Groupe 5,Voiture,Béni Mellal-Khénifra,sans contrat,arab
26.0,11.0,19495.0,Homme,supérieur,marié,Urbain,Groupe 5,Logement,Béni Mellal-Khénifra,sans contrat,amazigh
23.0,19.0,11792.0,Homme,sans niveau,marié,Rural,Groupe 4,Voiture,Fès-Meknès,sans contrat,arab
48.0,17.0,38132.0,Homme,fondamental,célibataire,Urbain,Groupe 2,Voiture,Drâa-Tafilalet,CDI,arab
33.0,21.0,7413.0,Homme,fondamental,marié,Rural,Groupe 6,Voiture,Souss-Massa,sans contrat,amazigh
28.0,21.0,6719.0,Femme,sans niveau,marié,Rural,Groupe 6,Terrain,Marrakech-Safi,CDD,arab
67.0,32.0,39982.0,Homme,fondamental,célibataire,Urbain,Groupe 2,Aucun,Laâyoune-Sakia El Hamra,CDD,arab
34.0,43.0,23775.0,Femme,secondaire,marié,Urbain,Groupe 4,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab
66.0,27.0,10035.0,Homme,supérieur,marié,Rural,Groupe 6,Aucun,Fès-Meknès,sans contrat,arab
20.0,12.0,9705.0,Homme,secondaire,célibataire,Rural,Groupe 5,Voiture,Marrakech-Safi,CDD,arab
36.0,18.0,9051.0,Femme,fondamental,célibataire,Urbain,Groupe 6,Aucun,Casablanca-Settat,sans contrat,arab
41.0,34.0,51091.0,Femme,secondaire,célibataire,Urbain,Groupe 2,Voiture,Rabat-Salé-Kénitra,CDD,arab
64.0,26.0,18828.0,Homme,sans niveau,marié,Urbain,Groupe 5,Logement,Drâa-Tafilalet,CDI,arab
59.0,4.0,10220.0,Homme,secondaire,célibataire,Rural,Groupe 4,Logement,Béni Mellal-Khénifra,CDI,arab
25.0,1.0,29826.0,Femme,secondaire,marié,Urbain,Groupe 2,Logement,Marrakech-Safi,CDI,amazigh
66.0,11.0,13475.0,Femme,fondamental,célibataire,Urbain,Groupe 4,Aucun,Laâyoune-Sakia El Hamra,CDI,arab
53.0,13.0,13283.0,Femme,sans niveau,célibataire,Rural,Groupe 3,Voiture,Fès-Meknès,CDI,arab
57.0,26.0,12078.0,Homme,fondamental,marié,Rural,Groupe 5,Logement,Laâyoune-Sakia El Hamra,sans contrat,amazigh
19.0,16.0,14100.0,Homme,supérieur,marié,Urbain,Groupe 6,Terrain,Béni Mellal-Khénifra,CDD,arab
40.0,1.0,3728.0,Homme,fondamental,célibataire,Rural,Groupe 6,Terrain,Casablanca-Settat,sans contrat,arab
57.0,19.0,11264.0,Homme,secondaire,célibataire,Rural,Groupe 5,Aucun,Marrakech-Safi,sans contrat,arab
47.0,46.0,22588.0,Femme,sans niveau,divorcé,Urbain,Groupe 5,Logement,Casablanca-Settat,sans contrat,arab
42.0,30.0,38784.0,Femme,sans niveau,marié,Urbain,Groupe 2,Aucun,L’Oriental,CDI,arab
24.0,8.0,9059.0,Femme,sans niveau,marié,Urbain,Groupe 6,Voiture,Laâyoune-Sakia El Hamra,CDD,arab
45.0,24.0,12146.0,Femme,fondamental,marié,Rural,Groupe 4,Logement,Souss-Massa,sans contrat,arab
58.0,26.0,22553.0,Femme,fondamental,célibataire,Rural,Groupe 2,Aucun,Guelmim-Oued Noun,CDD,arab
67.0,36.0,19633.0,Femme,secondaire,marié,Rural,Groupe 3,Aucun,Béni Mellal-Khénifra,CDI,arab
34.0,48.0,15689.0,Homme,sans niveau,célibataire,Urbain,Groupe 6,Terrain,Drâa-Tafilalet,CDD,arab
49.0,15.0,29328.0,Homme,fondamental,marié,Rural,Groupe 1,Voiture,Drâa-Tafilalet,CDI,arab
18.0,6.0,13020.0,Femme,fondamental,célibataire,Rural,Groupe 2,Voiture,Drâa-Tafilalet,CDD,arab
44.0,23.0,23622.0,Femme,supérieur,marié,Urbain,Groupe 5,Voiture,Marrakech-Safi,CDI,arab
61.0,21.0,11665.0,Homme,secondaire,veuf,Rural,Groupe 5,Terrain,Casablanca-Settat,sans contrat,arab
53.0,3.0,11688.0,Femme,fondamental,marié,Urbain,Groupe 5,Logement,Laâyoune-Sakia El Hamra,CDI,arab
66.0,11.0,14552.0,Homme,fondamental,marié,Urbain,Groupe 4,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab
24.0,23.0,26637.0,Homme,secondaire,célibataire,Rural,Groupe 2,Voiture,Drâa-Tafilalet,sans contrat,amazigh
20.0,23.0,21390.0,Femme,sans niveau,marié,Urbain,Groupe 3,Terrain,Rabat-Salé-Kénitra,sans contrat,arab
47.0,28.0,27244.0,Femme,secondaire,célibataire,Rural,Groupe 2,Terrain,Guelmim-Oued Noun,sans contrat,arab
18.0,20.0,10908.0,Homme,sans niveau,marié,Urbain,Groupe 6,Terrain,Drâa-Tafilalet,CDI,arab
68.0,39.0,45658.0,Homme,sans niveau,marié,Rural,Groupe 1,Logement,Dakhla-Oued Ed-Dahab,CDI,arab
51.0,18.0,15776.0,Femme,fondamental,célibataire,Urbain,Groupe 5,Voiture,Rabat-Salé-Kénitra,CDD,arab
55.0,29.0,11856.0,Homme,supérieur,marié,Rural,Groupe 6,Logement,Guelmim-Oued Noun,sans contrat,arab
60.0,31.0,71931.0,Femme,supérieur,marié,Urbain,Groupe 1,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab
53.0,32.0,51074.0,Homme,supérieur,marié,Rural,Groupe 1,Logement,Laâyoune-Sakia El Hamra,CDD,arab
50.0,20.0,15923.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Terrain,Fès-Meknès,CDD,arab
60.0,31.0,17311.0,Homme,secondaire,divorcé,Urbain,Groupe 6,Logement,Marrakech-Safi,CDI,amazigh
33.0,37.0,22191.0,Femme,secondaire,célibataire,Urbain,Groupe 4,Aucun,Dakhla-Oued Ed-Dahab,CDI,arab
55.0,18.0,17416.0,Femme,sans niveau,marié,Urbain,Groupe 6,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
28.0,13.0,13316.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Logement,Rabat-Salé-Kénitra,CDI,amazigh
25.0,11.0,18954.0,Femme,secondaire,marié,Rural,Groupe 2,Voiture,Guelmim-Oued Noun,CDI,arab
69.0,12.0,18648.0,Femme,sans niveau,marié,Urbain,Groupe 3,Aucun,Drâa-Tafilalet,CDD,arab
18.0,4.0,3939.0,Homme,fondamental,marié,Rural,Groupe 6,Terrain,Drâa-Tafilalet,sans contrat,amazigh
31.0,21.0,18600.0,Homme,secondaire,marié,Urbain,Groupe 5,Logement,Guelmim-Oued Noun,sans contrat,amazigh
47.0,44.0,46117.0,Femme,fondamental,marié,Rural,Groupe 1,Logement,Béni Mellal-Khénifra,sans contrat,arab
38.0,16.0,11076.0,Homme,secondaire,marié,Rural,Groupe 4,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab
38.0,36.0,44584.0,Homme,sans niveau,célibataire,Rural,Groupe 1,Voiture,Guelmim-Oued Noun,CDI,arab
51.0,44.0,36920.0,Femme,fondamental,marié,Rural,Groupe 2,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab
55.0,42.0,25085.0,Homme,secondaire,marié,Urbain,Groupe 5,Terrain,Drâa-Tafilalet,CDI,arab
43.0,23.0,18568.0,Homme,secondaire,marié,Urbain,Groupe 5,Aucun,Laâyoune-Sakia El Hamra,CDD,amazigh
58.0,10.0,41616.0,Homme,fondamental,marié,Urbain,Groupe 1,Aucun,Drâa-Tafilalet,CDD,arab
31.0,47.0,18353.0,Femme,sans niveau,marié,Rural,Groupe 4,Logement,Tanger-Tétouan-Al Hoceïma,CDI,amazigh
57.0,14.0,36331.0,Homme,sans niveau,célibataire,Urbain,Groupe 2,Aucun,Drâa-Tafilalet,sans contrat,arab
52.0,38.0,18664.0,Homme,secondaire,marié,Urbain,Groupe 6,Voiture,Casablanca-Settat,CDI,arab
59.0,47.0,29016.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Terrain,Drâa-Tafilalet,CDI,amazigh
35.0,10.0,13429.0,Homme,fondamental,marié,Urbain,Groupe 4,Aucun,L’Oriental,sans contrat,arab
37.0,27.0,13814.0,Femme,sans niveau,marié,Rural,Groupe 4,Voiture,Marrakech-Safi,CDI,arab
26.0,47.0,11415.0,Homme,secondaire,marié,Rural,Groupe 6,Aucun,Casablanca-Settat,CDD,arab
58.0,32.0,30556.0,Femme,sans niveau,marié,Urbain,Groupe 3,Terrain,Laâyoune-Sakia El Hamra,sans contrat,arab
68.0,15.0,14551.0,Femme,fondamental,marié,Urbain,Groupe 5,Voiture,Souss-Massa,CDD,arab
62.0,36.0,48716.0,Femme,secondaire,veuf,Urbain,Groupe 2,Terrain,Souss-Massa,CDD,arab
50.0,13.0,18843.0,Homme,secondaire,marié,Urbain,Groupe 5,Logement,Souss-Massa,CDI,arab
66.0,45.0,14685.0,Femme,sans niveau,marié,Rural,Groupe 5,Aucun,Tanger-Tétouan-Al Hoceïma,CDD,arab
21.0,12.0,17190.0,Homme,fondamental,célibataire,Rural,Groupe 2,Voiture,Souss-Massa,CDD,arab
21.0,40.0,15611.0,Homme,fondamental,marié,Rural,Groupe 4,Terrain,Souss-Massa,CDI,amazigh
65.0,26.0,10541.0,Homme,fondamental,marié,Rural,Groupe 5,Aucun,Fès-Meknès,CDD,arab
33.0,42.0,37004.0,Homme,secondaire,marié,Urbain,Groupe 3,Logement,Guelmim-Oued Noun,CDI,arab
64.0,11.0,18134.0,Femme,sans niveau,célibataire,Rural,Groupe 2,Voiture,Fès-Meknès,sans contrat,arab
43.0,0.0,36884.0,Femme,sans niveau,marié,Urbain,Groupe 1,Voiture,Fès-Meknès,sans contrat,arab
23.0,8.0,12604.0,Femme,sans niveau,marié,Urbain,Groupe 4,Aucun,Rabat-Salé-Kénitra,sans contrat,amazigh
54.0,17.0,48557.0,Homme,sans niveau,célibataire,Urbain,Groupe 1,Aucun,Rabat-Salé-Kénitra,CDI,arab
39.0,44.0,20354.0,Femme,sans niveau,marié,Rural,Groupe 3,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,amazigh
59.0,14.0,25233.0,Homme,supérieur,marié,Urbain,Groupe 4,Aucun,Fès-Meknès,CDI,arab
56.0,1.0,16649.0,Homme,sans niveau,marié,Urbain,Groupe 4,Voiture,Béni Mellal-Khénifra,sans contrat,arab
24.0,28.0,16871.0,Femme,sans niveau,marié,Urbain,Groupe 5,Logement,Béni Mellal-Khénifra,CDI,arab
59.0,31.0,21468.0,Femme,fondamental,marié,Urbain,Groupe 4,Logement,Dakhla-Oued Ed-Dahab,CDI,arab
47.0,48.0,22435.0,Homme,supérieur,marié,Rural,Groupe 4,Terrain,Guelmim-Oued Noun,sans contrat,amazigh
27.0,32.0,53058.0,Homme,supérieur,marié,Urbain,Groupe 2,Terrain,L’Oriental,CDI,arab
32.0,37.0,58212.0,Femme,secondaire,marié,Urbain,Groupe 1,Aucun,Fès-Meknès,CDD,arab
23.0,31.0,33755.0,Femme,sans niveau,marié,Rural,Groupe 1,Aucun,Béni Mellal-Khénifra,CDD,arab
41.0,8.0,12475.0,Femme,sans niveau,marié,Urbain,Groupe 5,Terrain,Souss-Massa,CDI,arab
19.0,39.0,13945.0,Homme,sans niveau,marié,Rural,Groupe 5,Terrain,Rabat-Salé-Kénitra,CDD,arab
57.0,26.0,35079.0,Homme,sans niveau,marié,Rural,Groupe 1,Aucun,Drâa-Tafilalet,CDI,arab
69.0,15.0,7572.0,Femme,secondaire,marié,Rural,Groupe 6,Voiture,Dakhla-Oued Ed-Dahab,CDD,amazigh
32.0,0.0,11148.0,Homme,supérieur,marié,Urbain,Groupe 6,Aucun,Laâyoune-Sakia El Hamra,CDD,arab
38.0,22.0,9943.0,Homme,sans niveau,marié,Rural,Groupe 5,Aucun,Fès-Meknès,CDI,amazigh
35.0,19.0,16845.0,Femme,fondamental,célibataire,Urbain,Groupe 4,Voiture,Béni Mellal-Khénifra,CDI,arab
22.0,29.0,69390.0,Femme,supérieur,célibataire,Urbain,Groupe 1,Voiture,Casablanca-Settat,sans contrat,arab
42.0,5.0,9878.0,Homme,secondaire,marié,Rural,Groupe 4,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab
53.0,32.0,14564.0,Homme,secondaire,célibataire,Rural,Groupe 5,Terrain,Souss-Massa,CDI,arab
27.0,43.0,16587.0,Femme,supérieur,divorcé,Urbain,Groupe 6,Aucun,Marrakech-Safi,CDD,arab
68.0,40.0,39454.0,Femme,fondamental,marié,Rural,Groupe 1,Aucun,Drâa-Tafilalet,CDI,arab
63.0,43.0,15252.0,Femme,secondaire,marié,Rural,Groupe 5,Aucun,Drâa-Tafilalet,sans contrat,amazigh
40.0,38.0,21298.0,Femme,secondaire,marié,Urbain,Groupe 5,Terrain,Béni Mellal-Khénifra,CDD,arab
41.0,2.0,10530.0,Femme,fondamental,marié,Urbain,Groupe 5,Logement,Souss-Massa,sans contrat,arab
62.0,11.0,22450.0,Homme,sans niveau,marié,Rural,Groupe 1,Aucun,Fès-Meknès,CDD,arab
27.0,40.0,62353.0,Femme,secondaire,marié,Urbain,Groupe 1,Terrain,Casablanca-Settat,CDD,arab
23.0,20.0,10594.0,Femme,secondaire,célibataire,Rural,Groupe 5,Logement,Béni Mellal-Khénifra,sans contrat,arab
30.0,30.0,38270.0,Homme,fondamental,marié,Urbain,Groupe 2,Terrain,Laâyoune-Sakia El Hamra,CDI,arab
38.0,4.0,7695.0,Femme,fondamental,marié,Urbain,Groupe 6,Logement,Dakhla-Oued Ed-Dahab,CDI,amazigh
49.0,20.0,20321.0,Homme,sans niveau,marié,Urbain,Groupe 4,Logement,Casablanca-Settat,CDI,arab
60.0,11.0,43234.0,Femme,secondaire,célibataire,Urbain,Groupe 2,Voiture,Rabat-Salé-Kénitra,CDD,arab
32.0,41.0,14430.0,Homme,sans niveau,marié,Urbain,Groupe 6,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab
19.0,30.0,39950.0,Homme,fondamental,marié,Urbain,Groupe 2,Logement,Casablanca-Settat,CDI,arab
32.0,34.0,12522.0,Femme,fondamental,célibataire,Rural,Groupe 5,Logement,Rabat-Salé-Kénitra,CDI,amazigh
68.0,24.0,20265.0,Femme,secondaire,marié,Urbain,Groupe 4,Aucun,Marrakech-Safi,CDD,arab
34.0,3.0,10673.0,Homme,fondamental,célibataire,Urbain,Groupe 5,Terrain,L’Oriental,sans contrat,arab
37.0,27.0,16470.0,Homme,sans niveau,marié,Rural,Groupe 3,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
67.0,30.0,34256.0,Femme,secondaire,marié,Urbain,Groupe 3,Voiture,Casablanca-Settat,sans contrat,arab
23.0,43.0,14850.0,Homme,sans niveau,marié,Rural,Groupe 5,Terrain,Guelmim-Oued Noun,sans contrat,amazigh
32.0,38.0,10329.0,Homme,sans niveau,marié,Rural,Groupe 6,Logement,Drâa-Tafilalet,CDD,arab
34.0,6.0,8478.0,Homme,sans niveau,marié,Urbain,Groupe 6,Aucun,Marrakech-Safi,CDI,arab
43.0,47.0,63999.0,Femme,fondamental,marié,Urbain,Groupe 1,Logement,Guelmim-Oued Noun,CDD,amazigh
39.0,25.0,11117.0,Homme,fondamental,célibataire,Rural,Groupe 5,Logement,Drâa-Tafilalet,sans contrat,arab
26.0,24.0,56678.0,Femme,secondaire,marié,Urbain,Groupe 1,Voiture,Marrakech-Safi,CDD,arab
29.0,32.0,12950.0,Homme,sans niveau,veuf,Rural,Groupe 5,Logement,Souss-Massa,CDD,arab
39.0,26.0,18805.0,Homme,secondaire,veuf,Urbain,Groupe 5,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab
40.0,16.0,18566.0,Femme,sans niveau,marié,Rural,Groupe 2,Terrain,Rabat-Salé-Kénitra,CDD,arab
54.0,8.0,7489.0,Femme,fondamental,marié,Rural,Groupe 5,Voiture,Casablanca-Settat,sans contrat,amazigh
31.0,19.0,51251.0,Femme,secondaire,célibataire,Urbain,Groupe 1,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab
41.0,20.0,21454.0,Homme,fondamental,célibataire,Rural,Groupe 2,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab
25.0,40.0,33136.0,Homme,supérieur,marié,Urbain,Groupe 4,Logement,Guelmim-Oued Noun,CDD,arab
43.0,39.0,14659.0,Femme,fondamental,marié,Rural,Groupe 4,Aucun,Fès-Meknès,CDI,amazigh
49.0,45.0,12946.0,Homme,secondaire,marié,Rural,Groupe 6,Logement,Rabat-Salé-Kénitra,CDD,arab
45.0,8.0,12259.0,Femme,fondamental,célibataire,Urbain,Groupe 5,Logement,Fès-Meknès,sans contrat,arab
49.0,12.0,8438.0,Homme,fondamental,célibataire,Rural,Groupe 5,Logement,Laâyoune-Sakia El Hamra,CDD,arab
39.0,3.0,4253.0,Femme,sans niveau,marié,Rural,Groupe 6,Logement,Marrakech-Safi,CDD,amazigh
66.0,25.0,11891.0,Femme,sans niveau,marié,Urbain,Groupe 6,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab
26.0,23.0,14167.0,Homme,fondamental,marié,Urbain,Groupe 5,Aucun,Laâyoune-Sakia El Hamra,CDD,arab
20.0,1.0,9019.0,Femme,fondamental,marié,Urbain,Groupe 5,Terrain,Rabat-Salé-Kénitra,sans contrat,arab
42.0,30.0,22907.0,Femme,supérieur,célibataire,Urbain,Groupe 5,Terrain,Drâa-Tafilalet,sans contrat,arab
56.0,35.0,46050.0,Femme,secondaire,veuf,Rural,Groupe 1,Logement,Drâa-Tafilalet,CDD,amazigh
29.0,1.0,12519.0,Femme,secondaire,marié,Urbain,Groupe 5,Logement,Casablanca-Settat,sans contrat,arab
46.0,33.0,17656.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Aucun,Drâa-Tafilalet,sans contrat,amazigh
20.0,41.0,16625.0,Homme,fondamental,marié,Rural,Groupe 4,Logement,Drâa-Tafilalet,CDD,amazigh
58.0,23.0,12910.0,Femme,sans niveau,marié,Urbain,Groupe 6,Logement,Souss-Massa,CDD,amazigh
63.0,6.0,6232.0,Homme,fondamental,célibataire,Rural,Groupe 5,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab
40.0,22.0,31996.0,Femme,sans niveau,marié,Rural,Groupe 1,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab
40.0,46.0,14918.0,Homme,fondamental,célibataire,Urbain,Groupe 6,Terrain,Fès-Meknès,CDD,arab
35.0,19.0,10373.0,Femme,fondamental,célibataire,Rural,Groupe 4,Logement,L’Oriental,CDD,arab
28.0,45.0,16656.0,Homme,sans niveau,marié,Rural,Groupe 4,Aucun,Tanger-Tétouan-Al Hoceïma,CDD,arab
53.0,42.0,34936.0,Femme,secondaire,célibataire,Urbain,Groupe 3,Aucun,Guelmim-Oued Noun,CDI,arab
